From	Entry	Entry.Name
ENSMUST00000219906	A0A1W2P6F8	A0A1W2P6F8_MOUSE
ENSMUST00000161691	E0CXH6	E0CXH6_MOUSE
ENSMUST00000220200	A0A1W2P8A9	A0A1W2P8A9_MOUSE
ENSMUST00000176681	H3BL02	H3BL02_MOUSE
ENSMUST00000196260	A0A0G2JH19	A0A0G2JH19_MOUSE
ENSMUST00000159018	Q6PGH1	BUD31_MOUSE
ENSMUST00000204783	A0A0N4SUS9	A0A0N4SUS9_MOUSE
ENSMUST00000197186	Q62082	MYL10_MOUSE
ENSMUST00000174792	V9GXC0	V9GXC0_MOUSE
ENSMUST00000177477	H3BLB4	H3BLB4_MOUSE
ENSMUST00000187382	A0A087WQ93	A0A087WQ93_MOUSE
ENSMUST00000166247	Q9R1Q6	T176B_MOUSE
ENSMUST00000185739	Q9JIY2	HAKAI_MOUSE
ENSMUST00000217915	A0A1W2P8F6	A0A1W2P8F6_MOUSE
ENSMUST00000172997	O08934	UNC4_MOUSE
ENSMUST00000202353	A0A0J9YVI2	A0A0J9YVI2_MOUSE
ENSMUST00000198474	A0A0G2JEY4	A0A0G2JEY4_MOUSE
ENSMUST00000171616	E9PY22	E9PY22_MOUSE
ENSMUST00000162245	O70576	STAG3_MOUSE
ENSMUST00000197912	A0A0G2JE29	A0A0G2JE29_MOUSE
ENSMUST00000204084	A0A0N4SVQ1	A0A0N4SVQ1_MOUSE
ENSMUST00000155251	D3YWH0	D3YWH0_MOUSE
ENSMUST00000198422	A0A0G2JG71	A0A0G2JG71_MOUSE
ENSMUST00000162308	Q6PGH1	BUD31_MOUSE
ENSMUST00000196109	A0A0G2JDF8	A0A0G2JDF8_MOUSE
ENSMUST00000198526	A0A0G2JDN3	A0A0G2JDN3_MOUSE
ENSMUST00000233802	A0A3B2WCZ2	A0A3B2WCZ2_MOUSE
ENSMUST00000201026	A0A0J9YV46	A0A0J9YV46_MOUSE
ENSMUST00000160360	A0A0R4J202	A0A0R4J202_MOUSE
ENSMUST00000162359	Q9QZR5	HIPK2_MOUSE
ENSMUST00000203355	Q9R1Q6	T176B_MOUSE
ENSMUST00000154042	A7NSI2	A7NSI2_MOUSE
ENSMUST00000204978	Q62425	NDUA4_MOUSE
ENSMUST00000204073	Q9R1Q6	T176B_MOUSE
ENSMUST00000196068	A0A0G2JDZ4	A0A0G2JDZ4_MOUSE
ENSMUST00000181734	M0QWG8	M0QWG8_MOUSE
ENSMUST00000156904	Q9JHG7	PK3CG_MOUSE
ENSMUST00000160075	Q6PGH1	BUD31_MOUSE
ENSMUST00000154655	D3YVJ7	D3YVJ7_MOUSE
ENSMUST00000197466	Q99MR6	SRRT_MOUSE
ENSMUST00000154708	D3Z1F3	D3Z1F3_MOUSE
ENSMUST00000167432	E9QAZ3	E9QAZ3_MOUSE
ENSMUST00000160729	E0CYH8	E0CYH8_MOUSE
ENSMUST00000204714	Q62425	NDUA4_MOUSE
ENSMUST00000220912	A0A1Y7VLY2	A0A1Y7VLY2_MOUSE
ENSMUST00000217907	A0A1W2P6V1	A0A1W2P6V1_MOUSE
ENSMUST00000199054	Q9JKX3	TFR2_MOUSE
ENSMUST00000203265	A0A0N4SUY1	A0A0N4SUY1_MOUSE
ENSMUST00000196436	Q62082	MYL10_MOUSE
ENSMUST00000153922	S4R2A1	S4R2A1_MOUSE
ENSMUST00000194010	A0A0A6YW47	A0A0A6YW47_MOUSE
ENSMUST00000165645	F6UYB3	F6UYB3_MOUSE
ENSMUST00000198601	A0A0G2JGU5	A0A0G2JGU5_MOUSE
ENSMUST00000199121	A0A0G2JGT2	A0A0G2JGT2_MOUSE
ENSMUST00000176011	H3BJU9	H3BJU9_MOUSE
ENSMUST00000176768	H3BK42	H3BK42_MOUSE
ENSMUST00000220126	A0A1W2P6P3	A0A1W2P6P3_MOUSE
ENSMUST00000196208	A0A0G2JDM6	A0A0G2JDM6_MOUSE
ENSMUST00000220082	A0A1W2P7X4	A0A1W2P7X4_MOUSE
ENSMUST00000238634	A0A571BE77	A0A571BE77_MOUSE
ENSMUST00000000388	Q8K2Y9	CCM2_MOUSE
ENSMUST00000000153	P27600	GNA12_MOUSE
ENSMUST00000000394	Q91YM4	FAKD4_MOUSE
ENSMUST00000003017	P36423	THAS_MOUSE
ENSMUST00000003459	Q5SUA5	MYO1G_MOUSE
ENSMUST00000000674	Q99M96	ST7_MOUSE
ENSMUST00000004396	Q9D1K2	VATF_MOUSE
ENSMUST00000011315	P41588	VIPR2_MOUSE
ENSMUST00000012679	Q6P2B1	TNPO3_MOUSE
ENSMUST00000012734	G3X8S5	G3X8S5_MOUSE
ENSMUST00000007799	P49817	CAV1_MOUSE
ENSMUST00000010941	P21552	WNT2_MOUSE
ENSMUST00000004761	E9Q7X0	E9Q7X0_MOUSE
ENSMUST00000007993	Q8CGC6	RBM28_MOUSE
ENSMUST00000008733	O54946	DNJB6_MOUSE
ENSMUST00000009425	A0A0N4SVV4	A0A0N4SVV4_MOUSE
ENSMUST00000031806	Q7TPZ8	CBPA1_MOUSE
ENSMUST00000021757	O35298	AOAH_MOUSE
ENSMUST00000031835	E9PYN9	E9PYN9_MOUSE
ENSMUST00000020410	F8WJ82	F8WJ82_MOUSE
ENSMUST00000031691	Q05A56	HYAL4_MOUSE
ENSMUST00000018122	Q8BYR5	CAPS2_MOUSE
ENSMUST00000031707	Q99K67	AASS_MOUSE
ENSMUST00000031695	Q91YD9	WASL_MOUSE
ENSMUST00000031775	D3Z6I7	D3Z6I7_MOUSE
ENSMUST00000020704	P47876	IBP1_MOUSE
ENSMUST00000024171	Q99MW1	STK31_MOUSE
ENSMUST00000020769	Q62418	DBNL_MOUSE
ENSMUST00000020768	O70250	PGAM2_MOUSE
ENSMUST00000031693	P48794	HYALP_MOUSE
ENSMUST00000020702	P47878	IBP3_MOUSE
ENSMUST00000031689	Q812F3	HYAL5_MOUSE
ENSMUST00000031749	Q8VIH1	NOBOX_MOUSE
ENSMUST00000031837	E9Q745	E9Q745_MOUSE
ENSMUST00000031810	Q99NF3	CEP41_MOUSE
ENSMUST00000020706	O88444	ADCY1_MOUSE
ENSMUST00000031697	Q9WTX6	CUL1_MOUSE
ENSMUST00000019268	Q9CZC8	SCRN1_MOUSE
ENSMUST00000031750	E9Q7D5	ARHG5_MOUSE
ENSMUST00000030791	Q6P9Z1	SMRD3_MOUSE
ENSMUST00000031840	Q99P91	GPNMB_MOUSE
ENSMUST00000031718	P32115	PAX4_MOUSE
ENSMUST00000044505	Q64338	PDE1C_MOUSE
ENSMUST00000042740	Q5SSE9	ABCAD_MOUSE
ENSMUST00000049251	Q6P8K8	CBPA4_MOUSE
ENSMUST00000040500	Q6NS52	DGKB_MOUSE
ENSMUST00000058418	Q8R139	S29A4_MOUSE
ENSMUST00000036092	Q53Z09	Q53Z09_MOUSE
ENSMUST00000039349	Q8C761	DC2I1_MOUSE
ENSMUST00000037696	Q6WIZ7	Q6WIZ7_MOUSE
ENSMUST00000031978	Q9D2R8	RT33_MOUSE
ENSMUST00000031895	P29594	CASP2_MOUSE
ENSMUST00000059650	Q8BZP8	NPSR1_MOUSE
ENSMUST00000045713	Q5SWP3	NACAD_MOUSE
ENSMUST00000052113	Q99M96	ST7_MOUSE
ENSMUST00000049453	Q80U95	UBE3C_MOUSE
ENSMUST00000068545	Q7TNE1	SUCHY_MOUSE
ENSMUST00000037048	Q8R189	PAQRA_MOUSE
ENSMUST00000055097	Q8BHZ5	CYREN_MOUSE
ENSMUST00000048880	E9PXX8	E9PXX8_MOUSE
ENSMUST00000043050	Q99LL3	CHSTC_MOUSE
ENSMUST00000053148	Q99M96	ST7_MOUSE
ENSMUST00000031850	Q3UPF5	ZCCHV_MOUSE
ENSMUST00000067145	Q3ZN08	F220A_MOUSE
ENSMUST00000045291	F8WI37	F8WI37_MOUSE
ENSMUST00000056398	Q6ZWM4	LSM8_MOUSE
ENSMUST00000056344	Q8C8N3	VWC2_MOUSE
ENSMUST00000049744	Q9D011	MPLKI_MOUSE
ENSMUST00000034763	P97762	RP9_MOUSE
ENSMUST00000049874	Q8BS35	ALKMO_MOUSE
ENSMUST00000041407	Q9CQN4	SOSD1_MOUSE
ENSMUST00000045706	P26361	CFTR_MOUSE
ENSMUST00000045593	Q91WC9	DGLB_MOUSE
ENSMUST00000058868	Q7TQE7	MACA2_MOUSE
ENSMUST00000047450	A0A0N4SV71	A0A0N4SV71_MOUSE
ENSMUST00000041737	Q9CXQ9	Q9CXQ9_MOUSE
ENSMUST00000035930	Q0VEE6	ZN800_MOUSE
ENSMUST00000031901	P69744	TRPV5_MOUSE
ENSMUST00000044163	Q8BT14	CNOT4_MOUSE
ENSMUST00000068825	P54729	NUB1_MOUSE
ENSMUST00000115204	G3XA39	G3XA39_MOUSE
ENSMUST00000115131	H9KUZ8	H9KUZ8_MOUSE
ENSMUST00000101436	A0A0R4J1J6	A0A0R4J1J6_MOUSE
ENSMUST00000081635	Q99M96	ST7_MOUSE
ENSMUST00000114839	O54946	DNJB6_MOUSE
ENSMUST00000088244	Q641P0	ARP3B_MOUSE
ENSMUST00000090601	B9EJA2	CTTB2_MOUSE
ENSMUST00000109722	F7AVU1	F7AVU1_MOUSE
ENSMUST00000109681	Q8C8N3	VWC2_MOUSE
ENSMUST00000078155	P50096	IMDH1_MOUSE
ENSMUST00000115200	E9Q7X0	E9Q7X0_MOUSE
ENSMUST00000115027	E9QA15	E9QA15_MOUSE
ENSMUST00000114989	E9QA19	E9QA19_MOUSE
ENSMUST00000090063	F6TPL1	F6TPL1_MOUSE
ENSMUST00000088295	Q3UU43	Q3UU43_MOUSE
ENSMUST00000115098	A0A0R4J1K0	A0A0R4J1K0_MOUSE
ENSMUST00000102928	Q62418	DBNL_MOUSE
ENSMUST00000109645	Q8R0A6	VTM2A_MOUSE
ENSMUST00000081214	Q7TMQ7	WDR91_MOUSE
ENSMUST00000109721	F7AVU1	F7AVU1_MOUSE
ENSMUST00000114993	A0A0R4J1K1	A0A0R4J1K1_MOUSE
ENSMUST00000109845	Q62418	DBNL_MOUSE
ENSMUST00000115130	Q99NF3	CEP41_MOUSE
ENSMUST00000101534	P63089	PTN_MOUSE
ENSMUST00000114898	G3X9X5	G3X9X5_MOUSE
ENSMUST00000115006	Q8BHZ5	CYREN_MOUSE
ENSMUST00000114732	O08644	EPHB6_MOUSE
ENSMUST00000109643	P60060	SC61G_MOUSE
ENSMUST00000115021	Q8VCQ8	Q8VCQ8_MOUSE
ENSMUST00000109691	Q8C0Q9	RPGF5_MOUSE
ENSMUST00000080469	F8VQL0	F8VQL0_MOUSE
ENSMUST00000114797	Q8R2K5	Q8R2K5_MOUSE
ENSMUST00000114545	A0A0R4J1J6	A0A0R4J1J6_MOUSE
ENSMUST00000069831	Q3UXF4	Q3UXF4_MOUSE
ENSMUST00000079869	Q71FD5	ZNRF2_MOUSE
ENSMUST00000092648	Q61188	EZH2_MOUSE
ENSMUST00000101426	Q9DCS1	T176A_MOUSE
ENSMUST00000072519	Q8BPU7	ELMO1_MOUSE
ENSMUST00000114327	Q64338	PDE1C_MOUSE
ENSMUST00000077080	Q99M96	ST7_MOUSE
ENSMUST00000109642	P60060	SC61G_MOUSE
ENSMUST00000081721	Q61188	EZH2_MOUSE
ENSMUST00000110731	Q9CQM2	ERD22_MOUSE
ENSMUST00000109641	P60060	SC61G_MOUSE
ENSMUST00000079391	E9Q0M9	E9Q0M9_MOUSE
ENSMUST00000115007	Q8BHZ5	CYREN_MOUSE
ENSMUST00000115127	D3Z3U2	D3Z3U2_MOUSE
ENSMUST00000109678	Q5NC83	SPT48_MOUSE
ENSMUST00000101434	Q91X57	Q91X57_MOUSE
ENSMUST00000115208	D3Z3B4	D3Z3B4_MOUSE
ENSMUST00000069808	Q99K73	Q99K73_MOUSE
ENSMUST00000115206	Q99K73	Q99K73_MOUSE
ENSMUST00000115026	E9QA16	E9QA16_MOUSE
ENSMUST00000114618	Q6AXH7	Q6AXH7_MOUSE
ENSMUST00000114900	D3Z5I1	D3Z5I1_MOUSE
ENSMUST00000115199	Q3UXF4	Q3UXF4_MOUSE
ENSMUST00000069074	A0A0M3HEP6	A0A0M3HEP6_MOUSE
ENSMUST00000109647	F6Y6A6	F6Y6A6_MOUSE
ENSMUST00000114616	D3Z774	D3Z774_MOUSE
ENSMUST00000160768	E0CYN0	E0CYN0_MOUSE
ENSMUST00000115212	Q9WU00	NRF1_MOUSE
ENSMUST00000141130	A0A0N4SVB2	A0A0N4SVB2_MOUSE
ENSMUST00000142716	F6QLP8	F6QLP8_MOUSE
ENSMUST00000146828	D3Z2H3	D3Z2H3_MOUSE
ENSMUST00000115211	Q9WU00	NRF1_MOUSE
ENSMUST00000115420	D3YUM7	D3YUM7_MOUSE
ENSMUST00000118121	Q91X57	Q91X57_MOUSE
ENSMUST00000160215	E0CXQ7	E0CXQ7_MOUSE
ENSMUST00000123098	D3YV79	D3YV79_MOUSE
ENSMUST00000125673	D6RFD8	D6RFD8_MOUSE
ENSMUST00000151777	D3YZU2	D3YZU2_MOUSE
ENSMUST00000119379	Q9CPU2	NDUB2_MOUSE
ENSMUST00000123194	D3YV66	D3YV66_MOUSE
ENSMUST00000140376	F6YRQ2	F6YRQ2_MOUSE
ENSMUST00000140407	P26361	CFTR_MOUSE
ENSMUST00000115361	Q8BYR5	CAPS2_MOUSE
ENSMUST00000126181	F6RGN9	F6RGN9_MOUSE
ENSMUST00000154644	A6X922	A6X922_MOUSE
ENSMUST00000160963	F6SG79	F6SG79_MOUSE
ENSMUST00000156829	D6RFN6	D6RFN6_MOUSE
ENSMUST00000115418	D3YUN2	D3YUN2_MOUSE
ENSMUST00000153222	D3Z0E0	D3Z0E0_MOUSE
ENSMUST00000140211	S4R2L7	S4R2L7_MOUSE
ENSMUST00000149646	A0A0N4SVE1	A0A0N4SVE1_MOUSE
ENSMUST00000141581	F6XSM7	F6XSM7_MOUSE
ENSMUST00000128727	Q641P0	ARP3B_MOUSE
ENSMUST00000148903	F6RCC5	F6RCC5_MOUSE
ENSMUST00000159007	E0CZ84	E0CZ84_MOUSE
ENSMUST00000134489	A8Y5I5	A8Y5I5_MOUSE
ENSMUST00000142963	D3Z551	D3Z551_MOUSE
ENSMUST00000133373	D3Z672	D3Z672_MOUSE
ENSMUST00000140252	A0A0N4SWG6	A0A0N4SWG6_MOUSE
ENSMUST00000148990	A0A0J9YU17	A0A0J9YU17_MOUSE
ENSMUST00000146775	F6Q1W8	F6Q1W8_MOUSE
ENSMUST00000115417	Q99M96	ST7_MOUSE
ENSMUST00000115209	Q9WU00	NRF1_MOUSE
ENSMUST00000143941	A0A0N4SUW1	A0A0N4SUW1_MOUSE
ENSMUST00000146200	Q3TPM3	Q3TPM3_MOUSE
ENSMUST00000133928	D3YVX7	D3YVX7_MOUSE
ENSMUST00000123823	F6ZAW1	F6ZAW1_MOUSE
ENSMUST00000115442	F8VQL0	F8VQL0_MOUSE
ENSMUST00000148425	A0A0N4SVW9	A0A0N4SVW9_MOUSE
ENSMUST00000125350	F6SH36	F6SH36_MOUSE
ENSMUST00000149009	S4R1T7	S4R1T7_MOUSE
ENSMUST00000135887	P47878	IBP3_MOUSE
ENSMUST00000115356	Q8BYR5	CAPS2_MOUSE
ENSMUST00000124142	D3YUY0	D3YUY0_MOUSE
ENSMUST00000160633	E0CXR5	E0CXR5_MOUSE
ENSMUST00000115454	P49817	CAV1_MOUSE
ENSMUST00000115419	Q99M96	ST7_MOUSE
ENSMUST00000115251	Q6P2B1	TNPO3_MOUSE
ENSMUST00000115321	Q0VEE6	ZN800_MOUSE
ENSMUST00000150281	D6RHR0	D6RHR0_MOUSE
ENSMUST00000133787	B1B1A4	B1B1A4_MOUSE
ENSMUST00000132866	F6XZB0	F6XZB0_MOUSE
ENSMUST00000149448	D3Z101	D3Z101_MOUSE
ENSMUST00000121863	Q3UU43	Q3UU43_MOUSE
ENSMUST00000115455	D3Z148	D3Z148_MOUSE
ENSMUST00000156969	Q91YM4	FAKD4_MOUSE
ENSMUST00000115456	P49817	CAV1_MOUSE
ENSMUST00000143702	Q3UPF5	ZCCHV_MOUSE
ENSMUST00000129452	F6U9G7	F6U9G7_MOUSE
ENSMUST00000115405	P26361	CFTR_MOUSE
ENSMUST00000152547	D3YUS8	D3YUS8_MOUSE
ENSMUST00000115406	E9PVD7	E9PVD7_MOUSE
ENSMUST00000129744	D3YXW0	D3YXW0_MOUSE
ENSMUST00000161751	E0CYE0	E0CYE0_MOUSE
ENSMUST00000133043	E9PWK3	E9PWK3_MOUSE
ENSMUST00000152488	D3Z4Z6	D3Z4Z6_MOUSE
ENSMUST00000115358	Q8BYR5	CAPS2_MOUSE
ENSMUST00000143101	F7B2B4	F7B2B4_MOUSE
ENSMUST00000119488	Q5U425	Q5U425_MOUSE
ENSMUST00000146968	S4R1X1	S4R1X1_MOUSE
ENSMUST00000115443	F8VQL0	F8VQL0_MOUSE
ENSMUST00000149864	F6VMP2	F6VMP2_MOUSE
ENSMUST00000136907	F6T2Z7	F6T2Z7_MOUSE
ENSMUST00000135671	Q9CPU2	NDUB2_MOUSE
ENSMUST00000151522	A2AAW4	A2AAW4_MOUSE
ENSMUST00000157040	Q07646	MEST_MOUSE
ENSMUST00000129670	Q8C8N3	VWC2_MOUSE
ENSMUST00000144463	Q5SWP0	Q5SWP0_MOUSE
ENSMUST00000133336	D3Z0V8	D3Z0V8_MOUSE
ENSMUST00000148602	B9EJA2	CTTB2_MOUSE
ENSMUST00000146536	D6RGA2	D6RGA2_MOUSE
ENSMUST00000144725	D6RHL4	D6RHL4_MOUSE
ENSMUST00000152802	F6X333	F6X333_MOUSE
ENSMUST00000115453	P49817	CAV1_MOUSE
ENSMUST00000144488	D6RGP5	D6RGP5_MOUSE
ENSMUST00000159145	E0CX73	E0CX73_MOUSE
ENSMUST00000115320	Q0VEE6	ZN800_MOUSE
ENSMUST00000160878	E0CYE2	E0CYE2_MOUSE
ENSMUST00000159124	P50096	IMDH1_MOUSE
ENSMUST00000155494	D3YZL3	D3YZL3_MOUSE
ENSMUST00000160749	E0CZC7	E0CZC7_MOUSE
ENSMUST00000129669	D3Z1E3	D3Z1E3_MOUSE
ENSMUST00000160390	Q8BS35	ALKMO_MOUSE
ENSMUST00000124665	D3Z383	D3Z383_MOUSE
ENSMUST00000142913	S4R1C6	S4R1C6_MOUSE
ENSMUST00000150697	E9PUT1	E9PUT1_MOUSE
ENSMUST00000142512	E9Q9F3	E9Q9F3_MOUSE
ENSMUST00000150901	H3BKG0	H3BKG0_MOUSE
ENSMUST00000127331	F6X469	F6X469_MOUSE
ENSMUST00000140070	D3YVY2	D3YVY2_MOUSE
ENSMUST00000136682	Q5SWP1	Q5SWP1_MOUSE
ENSMUST00000159998	Q8BS35	ALKMO_MOUSE
ENSMUST00000118559	D3Z648	D3Z648_MOUSE
ENSMUST00000123439	D3Z0J2	D3Z0J2_MOUSE
ENSMUST00000147400	D3YZ83	D3YZ83_MOUSE
ENSMUST00000161501	E0CYY2	E0CYY2_MOUSE
ENSMUST00000170535	G3XA39	G3XA39_MOUSE
ENSMUST00000171089	B7ZNC8	B7ZNC8_MOUSE
ENSMUST00000221595	A0A1Y7VIX9	A0A1Y7VIX9_MOUSE
ENSMUST00000205120	A0A0N4SUK5	A0A0N4SUK5_MOUSE
ENSMUST00000204260	Q8BVA0	Q8BVA0_MOUSE
ENSMUST00000203487	A0A0N4SUW5	A0A0N4SUW5_MOUSE
ENSMUST00000221480	A0A1Y7VKT3	A0A1Y7VKT3_MOUSE
ENSMUST00000221982	Q5FW74	Q5FW74_MOUSE
ENSMUST00000166102	Q64338	PDE1C_MOUSE
ENSMUST00000184917	Q6IMK7	Q6IMK7_MOUSE
ENSMUST00000166950	G3UWH0	G3UWH0_MOUSE
ENSMUST00000167529	E9PYN9	E9PYN9_MOUSE
ENSMUST00000197407	A0A0G2JGQ4	A0A0G2JGQ4_MOUSE
ENSMUST00000222784	E9PXX8	E9PXX8_MOUSE
ENSMUST00000214436	A0A1L1SRC6	A0A1L1SRC6_MOUSE
ENSMUST00000221176	Q3TSN3	Q3TSN3_MOUSE
ENSMUST00000201461	Q8R2K5	Q8R2K5_MOUSE
ENSMUST00000170350	E9Q0H8	E9Q0H8_MOUSE
ENSMUST00000196785	A0A0G2JGN9	A0A0G2JGN9_MOUSE
ENSMUST00000221917	E9PXX8	E9PXX8_MOUSE
ENSMUST00000163871	E9Q835	E9Q835_MOUSE
ENSMUST00000208926	A0A140LHB6	A0A140LHB6_MOUSE
ENSMUST00000167972	Q9WU00	NRF1_MOUSE
ENSMUST00000221067	A0A1Y7VLM1	A0A1Y7VLM1_MOUSE
ENSMUST00000164563	F6SB18	F6SB18_MOUSE
ENSMUST00000169422	E9Q8S3	E9Q8S3_MOUSE
ENSMUST00000204482	Q9DCS1	T176A_MOUSE
ENSMUST00000198447	A0A0G2JG40	A0A0G2JG40_MOUSE
ENSMUST00000164519	P32115	PAX4_MOUSE
ENSMUST00000162242	F6XXH9	F6XXH9_MOUSE
ENSMUST00000179343	O35295	PURB_MOUSE
ENSMUST00000174734	G3UWZ3	G3UWZ3_MOUSE
ENSMUST00000204182	A0A0N4SVV4	A0A0N4SVV4_MOUSE
ENSMUST00000196528	A0A0G2JER9	A0A0G2JER9_MOUSE
ENSMUST00000193503	A0A0A6YW69	A0A0A6YW69_MOUSE
ENSMUST00000205108	A0A0N4SVR0	A0A0N4SVR0_MOUSE
ENSMUST00000204798	A0A0N4SUQ7	A0A0N4SUQ7_MOUSE
ENSMUST00000164752	Q64338	PDE1C_MOUSE
ENSMUST00000222337	A0A1Y7VLG5	A0A1Y7VLG5_MOUSE
ENSMUST00000162554	Q8BS45	IFT56_MOUSE
ENSMUST00000187701	A0A087WQV4	A0A087WQV4_MOUSE
ENSMUST00000222058	E9PXX8	E9PXX8_MOUSE
ENSMUST00000170774	Q9D5W0	Q9D5W0_MOUSE
ENSMUST00000202417	Q8BT14	CNOT4_MOUSE
ENSMUST00000167846	F6QH34	F6QH34_MOUSE
ENSMUST00000204071	A0A0N4SVM3	A0A0N4SVM3_MOUSE
ENSMUST00000203627	A0A0N4SVK4	A0A0N4SVK4_MOUSE
ENSMUST00000168406	Q9DCS1	T176A_MOUSE
ENSMUST00000168944	Q64338	PDE1C_MOUSE
ENSMUST00000216973	A0A1L1SU01	A0A1L1SU01_MOUSE
ENSMUST00000166458	E9Q5C0	E9Q5C0_MOUSE
ENSMUST00000200267	Q3ZN08	F220A_MOUSE
ENSMUST00000203639	A0A0N4SVU8	A0A0N4SVU8_MOUSE
ENSMUST00000203757	A0A0N4SVG5	A0A0N4SVG5_MOUSE
ENSMUST00000173073	G3UZC8	G3UZC8_MOUSE
ENSMUST00000172556	G3UY45	G3UY45_MOUSE
ENSMUST00000207256	A0A140LJ76	A0A140LJ76_MOUSE
ENSMUST00000202331	P48794	HYALP_MOUSE
ENSMUST00000162099	P50096	IMDH1_MOUSE
ENSMUST00000201141	A0A0N4SUZ3	A0A0N4SUZ3_MOUSE
ENSMUST00000190641	Q8CGA4	MTURN_MOUSE
ENSMUST00000167082	F6TDC5	F6TDC5_MOUSE
ENSMUST00000204267	Q9DD06	RARR2_MOUSE
ENSMUST00000172554	G3UWN1	G3UWN1_MOUSE
ENSMUST00000204930	Q9DD06	RARR2_MOUSE
ENSMUST00000222105	Q8C0Q9	RPGF5_MOUSE
ENSMUST00000202143	Q05BG1	Q05BG1_MOUSE
ENSMUST00000169329	Q3ZN08	F220A_MOUSE
ENSMUST00000180626	Q8BPU7	ELMO1_MOUSE
ENSMUST00000203462	A0A0N4SW87	A0A0N4SW87_MOUSE
ENSMUST00000167278	F7CW38	F7CW38_MOUSE
ENSMUST00000182924	S4R1F1	S4R1F1_MOUSE
ENSMUST00000204400	A0A0N4SVW3	A0A0N4SVW3_MOUSE
ENSMUST00000172459	E9PWQ6	E9PWQ6_MOUSE
ENSMUST00000189268	Q91YM4	FAKD4_MOUSE
ENSMUST00000202569	P48794	HYALP_MOUSE
ENSMUST00000177050	H3BJG2	H3BJG2_MOUSE
ENSMUST00000203800	A0A0N4SWD0	A0A0N4SWD0_MOUSE
ENSMUST00000220514	A0A1Y7VJ81	A0A1Y7VJ81_MOUSE
ENSMUST00000176433	H3BJW2	H3BJW2_MOUSE
ENSMUST00000196487	Q3ZN08	F220A_MOUSE
ENSMUST00000220781	A0A1Y7VJI0	A0A1Y7VJI0_MOUSE
ENSMUST00000201321	Q3UZI5	Q3UZI5_MOUSE
ENSMUST00000199032	A0A0G2JDR9	A0A0G2JDR9_MOUSE
ENSMUST00000195943	A0A0G2JG60	A0A0G2JG60_MOUSE
ENSMUST00000177234	H3BLQ4	H3BLQ4_MOUSE
ENSMUST00000203641	A0A0N4SV26	A0A0N4SV26_MOUSE
ENSMUST00000162521	Q3TRY5	Q3TRY5_MOUSE
ENSMUST00000180168	J3QQ10	J3QQ10_MOUSE
ENSMUST00000170647	F6TDZ2	F6TDZ2_MOUSE
ENSMUST00000200968	Q812F3	HYAL5_MOUSE
ENSMUST00000222185	Q8C0Q9	RPGF5_MOUSE
ENSMUST00000204309	A0A0N4SUL5	A0A0N4SUL5_MOUSE
ENSMUST00000204243	A0A0N4SUQ8	A0A0N4SUQ8_MOUSE
ENSMUST00000221598	A0A1Y7VNE1	A0A1Y7VNE1_MOUSE
ENSMUST00000164037	E9Q7V6	E9Q7V6_MOUSE
ENSMUST00000222679	A0A1Y7VNH8	A0A1Y7VNH8_MOUSE
ENSMUST00000177391	H3BKC6	H3BKC6_MOUSE
ENSMUST00000198728	A0A0G2JE87	A0A0G2JE87_MOUSE
ENSMUST00000169889	F7AQX0	F7AQX0_MOUSE
ENSMUST00000166890	Q8CDV2	Q8CDV2_MOUSE
ENSMUST00000220990	Q6NS52	DGKB_MOUSE
ENSMUST00000215715	Q3UGI5	Q3UGI5_MOUSE
ENSMUST00000197318	A0A0G2JFI5	A0A0G2JFI5_MOUSE
ENSMUST00000173174	G3UWI5	G3UWI5_MOUSE
ENSMUST00000162948	E9PYN9	E9PYN9_MOUSE
ENSMUST00000163949	Q07646	MEST_MOUSE
ENSMUST00000203372	A0A0N4SWG4	A0A0N4SWG4_MOUSE
ENSMUST00000204856	A0A0N4SUP5	A0A0N4SUP5_MOUSE
ENSMUST00000162215	E0CXK0	E0CXK0_MOUSE
ENSMUST00000221866	E9PXX8	E9PXX8_MOUSE
ENSMUST00000163954	E9Q260	E9Q260_MOUSE
ENSMUST00000174194	G3UZE8	G3UZE8_MOUSE
ENSMUST00000167497	F6W657	F6W657_MOUSE
ENSMUST00000203528	A0A0N4SV71	A0A0N4SV71_MOUSE
ENSMUST00000162739	F7DEU6	F7DEU6_MOUSE
ENSMUST00000198694	A0A0G2JEI3	A0A0G2JEI3_MOUSE
ENSMUST00000164006	F6T3Z0	F6T3Z0_MOUSE
ENSMUST00000178855	P60060	SC61G_MOUSE
ENSMUST00000239143	A0A5F8MPG4	A0A5F8MPG4_MOUSE
ENSMUST00000001247	Q9JIT1	RNF32_MOUSE
ENSMUST00000001900	Q9D6H5	ZDHC4_MOUSE
ENSMUST00000000505	Q61881	MCM7_MOUSE
ENSMUST00000018287	Q61827	MAFK_MOUSE
ENSMUST00000007559	Q920S3	GATD1_MOUSE
ENSMUST00000019638	O88545	CSN6_MOUSE
ENSMUST00000005073	P10761	ZP3_MOUSE
ENSMUST00000013615	H7BWX3	H7BWX3_MOUSE
ENSMUST00000018798	Q5SWU0	Q5SWU0_MOUSE
ENSMUST00000026845	P08505	IL6_MOUSE
ENSMUST00000031739	Q9D8C8	PPR35_MOUSE
ENSMUST00000031841	E9QP00	E9QP00_MOUSE
ENSMUST00000031531	Q9CZH3	PSMG3_MOUSE
