external_gene_name	ensembl_transcript_id	mmusculus_homolog_associated_gene_name
TEX36-AS1	ENST00000446081	
AL158835.1	ENST00000415305	
EDRF1-DT	ENST00000423178	
AL158835.3	ENST00000625908	
AL158835.2	ENST00000430970	
EDRF1-AS1	ENST00000615461	
MIR4484	ENST00000582855	
Metazoa_SRP	ENST00000616367	
GNG10P1	ENST00000452289	
FANK1-AS1	ENST00000445458	
AL589787.2	ENST00000667935	
LINC00601	ENST00000456514	
AL589787.1	ENST00000656840	
AL359094.2	ENST00000420941	
AL391005.1	ENST00000623953	
BUB1P1	ENST00000603541	
AL158166.2	ENST00000420845	
AL158166.1	ENST00000433110	
AL390236.1	ENST00000670526	
LINC01163	ENST00000630252	
AL390763.1	ENST00000454492	
LINC02667	ENST00000667048	
AL355537.1	ENST00000453367	
AL355537.2	ENST00000665632	
AL391869.1	ENST00000414581	
AL359508.1	ENST00000647791	
AL355531.1	ENST00000662900	
AL157832.2	ENST00000597245	
AL157832.1	ENST00000428273	
LINC02666	ENST00000635764	
AL354950.2	ENST00000617939	
MIR4297	ENST00000579857	
AL354950.1	ENST00000614150	
AL354950.3	ENST00000653993	
C10orf143	ENST00000637128	
AL139123.1	ENST00000612008	
CTAGE7P	ENST00000435712	
PPIAP32	ENST00000449940	
LINC02646	ENST00000657871	
AL157712.1	ENST00000620178	
AC016816.1	ENST00000649726	
MIR378C	ENST00000578683	
TCERG1L-AS1	ENST00000436942	
AL450307.1	ENST00000666576	
AL607033.1	ENST00000623900	
FP565171.1	ENST00000634373	
AL162274.2	ENST00000614406	
AL162274.1	ENST00000617191	
AL162274.3	ENST00000623138	
AL512622.1	ENST00000414106	
AL451069.2	ENST00000428814	
AL451069.3	ENST00000450206	
AL451069.1	ENST00000660050	
LINC01165	ENST00000445190	
LINC01166	ENST00000443633	
LINC01167	ENST00000423232	
LINC01168	ENST00000461291	
ADGRA1-AS1	ENST00000654383	
RPL5P28	ENST00000418634	
MIR202	ENST00000362219	
AL592071.1	ENST00000611956	
AL360181.2	ENST00000424450	
ZNF511-PRAP1	ENST00000368554	Prap1
BANF1P2	ENST00000430526	
AL360181.1	ENST00000452591	
MIR3944	ENST00000581277	
AL360181.4	ENST00000621752	
AL360181.3	ENST00000468317	Paox
OR6L2P	ENST00000608207	
OR7M1P	ENST00000608946	
AL161645.1	ENST00000622716	
AL161645.2	ENST00000670832	
AL731769.2	ENST00000669404	
OR6L1P	ENST00000441446	
AL731769.1	ENST00000669879	
FRG2B	ENST00000425520	Frg2f1
AGGF1P2	ENST00000426656	
CLUHP5	ENST00000438421	
DUX4L28	ENST00000623687	
DUX4L25	ENST00000624915	
DUX4L24	ENST00000617576	
DUX4L23	ENST00000615195	
DUX4L22	ENST00000618238	
DUX4L21	ENST00000622058	
DUX4L20	ENST00000619712	
DUX4L29	ENST00000425409	
DUX4L10	ENST00000622460	
DUX4L11	ENST00000611504	
DUX4L12	ENST00000614593	
DUX4L13	ENST00000554103	
DUX4L14	ENST00000621227	
DUX4L15	ENST00000611059	
BX322534.1	ENST00000635574	
WBP1LP10	ENST00000519787	
OR4F2P	ENST00000424047	
AC069287.1	ENST00000622626	
CICP23	ENST00000605013	
LINC01001	ENST00000526704	
AC069287.3	ENST00000527297	
RNU6-447P	ENST00000410293	
BET1L	ENST00000382762	Gm45785
BET1L	ENST00000382762	Bet1l
SCGB1C1	ENST00000342878	Scgb1c1
ODF3	ENST00000325113	Odf3
AC069287.2	ENST00000526963	
RIC8A	ENST00000526104	Ric8a
MIR6743	ENST00000611346	
SIRT3	ENST00000529382	Sirt3
PSMD13	ENST00000532097	Psmd13
AC136475.10	ENST00000620253	
NLRP6	ENST00000312165	Nlrp6
AC136475.3	ENST00000534742	
PGGHG	ENST00000409548	Pgghg
IFITM5	ENST00000382614	Ifitm5
AC136475.6	ENST00000533113	
IFITM2	ENST00000616316	Ifitm3
IFITM2	ENST00000616316	Ifitm2
IFITM2	ENST00000616316	Ifitm6
IFITM2	ENST00000616316	Ifitm7
IFITM2	ENST00000616316	Ifitm1
AC136475.2	ENST00000526612	
IFITM1	ENST00000528780	Ifitm3
IFITM1	ENST00000528780	Ifitm2
IFITM1	ENST00000528780	Ifitm6
IFITM1	ENST00000528780	Ifitm7
IFITM1	ENST00000528780	Ifitm1
AC136475.1	ENST00000602429	
IFITM3	ENST00000399808	Ifitm3
IFITM3	ENST00000399808	Ifitm2
IFITM3	ENST00000399808	Ifitm6
IFITM3	ENST00000399808	Ifitm7
IFITM3	ENST00000399808	Ifitm1
AC136475.4	ENST00000534271	
AC136475.8	ENST00000602809	
AC136475.7	ENST00000602949	
AC136475.5	ENST00000524824	
AC136475.9	ENST00000605240	
B4GALNT4	ENST00000329962	B4galnt4
PKP3	ENST00000331563	Pkp3
SIGIRR	ENST00000332725	Sigirr
ANO9	ENST00000332826	Ano9
RN7SL838P	ENST00000481676	
PTDSS2	ENST00000308020	Ptdss2
AC138230.1	ENST00000525893	
RNH1	ENST00000356187	Rnh1
AC137894.3	ENST00000670787	
AC137894.1	ENST00000526431	
HRAS	ENST00000311189	Hras
LRRC56	ENST00000270115	Lrrc56
LMNTD2	ENST00000329451	Lmntd2
LMNTD2-AS1	ENST00000527620	
RASSF7	ENST00000397583	Rassf7
MIR210HG	ENST00000500447	
MIR210	ENST00000362168	
PHRF1	ENST00000416188	Phrf1
IRF7	ENST00000330243	Irf7
CDHR5	ENST00000358353	Cdhr5
SCT	ENST00000176195	Sct
DRD4	ENST00000176183	Drd4
DEAF1	ENST00000382409	Deaf1
AC131934.1	ENST00000527799	
EPS8L2	ENST00000533256	Eps8l2
TMEM80	ENST00000397510	Tmem80
AP006621.4	ENST00000527021	
TALDO1	ENST00000319006	Taldo1
GATD1	ENST00000319863	Gatd1
AP006621.3	ENST00000525941	
AP006621.5	ENST00000623692	
AP006621.2	ENST00000533938	
CEND1	ENST00000330106	Cend1
SLC25A22	ENST00000628067	Slc25a22
PIDD1	ENST00000347755	Pidd1
RPLP2	ENST00000321153	Rplp2
RPLP2	ENST00000321153	AC124742.1
SNORA52	ENST00000362915	Snora52
SNORA52	ENST00000362915	Gm24634
PNPLA2	ENST00000336615	Pnpla2
AP006621.1	ENST00000532946	
CRACR2B	ENST00000528542	Cracr2b
CD151	ENST00000322008	Cd151
POLR2L	ENST00000322028	Polr2l
TSPAN4	ENST00000397397	Tspan4
AP006623.1	ENST00000506172	
CHID1	ENST00000449825	Chid1
AP2A2	ENST00000448903	Ap2a2
RNU6-1025P	ENST00000410629	
MUC6	ENST00000421673	Muc6
LINC02688	ENST00000534584	
MUC5AC	ENST00000621226	Muc5ac
AC061979.1	ENST00000654177	
MUC5B	ENST00000529681	Muc5b
MUC5B-AS1	ENST00000532061	
MIR6744	ENST00000619480	
TOLLIP	ENST00000317204	Tollip
TOLLIP-AS1	ENST00000530897	
AC136297.1	ENST00000662307	
LINC02689	ENST00000650218	
BRSK2	ENST00000308219	Brsk2
AC091196.1	ENST00000650363	
MOB2	ENST00000329957	Mob2
DUSP8	ENST00000397374	Dusp8
KRTAP5-AS1	ENST00000424148	
KRTAP5-1	ENST00000382171	
KRTAP5-2	ENST00000412090	Gm4553
KRTAP5-3	ENST00000399685	
KRTAP5-4	ENST00000399682	
KRTAP5-5	ENST00000399676	Gm4553
AP006285.1	ENST00000415865	
FAM99A	ENST00000660644	
FAM99B	ENST00000382166	
LINC02708	ENST00000436539	
KRTAP5-6	ENST00000382160	Gm7579
KRTAP5-6	ENST00000382160	Gm45337
KRTAP5-6	ENST00000382160	Gm39115
IFITM10	ENST00000340134	Ifitm10
AC068580.4	ENST00000636397	Gm49369
AC068580.4	ENST00000636397	Ctsd
CTSD	ENST00000236671	Gm49369
CTSD	ENST00000236671	Ctsd
AC068580.3	ENST00000449248	
AC068580.1	ENST00000446489	
AC068580.5	ENST00000658619	
AC068580.2	ENST00000449749	
RPL36AP39	ENST00000445859	
AC139143.1	ENST00000441772	
SYT8	ENST00000381968	Syt8
TNNI2	ENST00000381911	Tnni2
LSP1	ENST00000311604	Lsp1
MIR4298	ENST00000584380	
AC051649.1	ENST00000509204	
MIR7847	ENST00000610912	
PRR33	ENST00000640310	Prr33
LINC01150	ENST00000455671	
TNNT3	ENST00000278317	Tnnt3
MRPL23	ENST00000381519	Mrpl23
MRPL23-AS1	ENST00000419080	
LINC01219	ENST00000418612	
H19	ENST00000414790	
AC051649.3	ENST00000617997	Gm27483
MIR675	ENST00000390168	Mir675
AC051649.2	ENST00000620857	Gm27786
AC132217.2	ENST00000643349	Gm49394
IGF2	ENST00000416167	Igf2
AC132217.1	ENST00000430034	
INS-IGF2	ENST00000397270	
MIR483	ENST00000385070	
IGF2-AS	ENST00000381361	
INS	ENST00000381330	Ins1
INS	ENST00000381330	Ins2
TH	ENST00000352909	Th
MIR4686	ENST00000584128	
ASCL2	ENST00000331289	Ascl2
C11orf21	ENST00000456145	
TSPAN32	ENST00000182290	Tspan32
RNU6-878P	ENST00000384578	Gm22306
CD81-AS1	ENST00000413483	
RPL26P30	ENST00000602923	
Y_RNA	ENST00000362680	
CD81	ENST00000263645	Cd81
TSSC4	ENST00000333256	Tssc4
TRPM5	ENST00000155858	Trpm5
AC124057.1	ENST00000433035	
KCNQ1	ENST00000155840	Kcnq1
KCNQ1OT1	ENST00000597346	
AC021424.1	ENST00000622358	
AC021424.3	ENST00000619507	
AC021424.4	ENST00000616504	Gm27803
AC021424.2	ENST00000621902	
COX6CP18	ENST00000448769	
KCNQ1-AS1	ENST00000440887	
KCNQ1DN	ENST00000441418	
AC013791.1	ENST00000616619	
CDKN1C	ENST00000414822	Cdkn1c
SLC22A18AS	ENST00000455942	
SLC22A18	ENST00000347936	Slc22a18
PHLDA2	ENST00000314222	Gm21798
PHLDA2	ENST00000314222	Phlda2
NAP1L4	ENST00000380542	Nap1l4
SNORA54	ENST00000384281	Gm23297
AC131971.1	ENST00000332881	
CARS1	ENST00000397111	Cars
CARS1-AS1	ENST00000499962	
RNU1-91P	ENST00000364746	
AC108448.3	ENST00000648498	
AC108448.2	ENST00000431546	
OSBPL5	ENST00000263650	Osbpl5
AC108448.1	ENST00000455154	
MRGPRG	ENST00000332314	Mrgprg
MRGPRG-AS1	ENST00000420873	
MRGPRE	ENST00000389832	Mrgpre
AC109309.1	ENST00000418995	
NDUFA5P8	ENST00000449019	
AC109309.2	ENST00000612597	
NDUFA5P1	ENST00000433858	
AC123788.2	ENST00000612290	
AC123788.1	ENST00000526922	
ZNF195	ENST00000620374	Rslcan18
ZNF195	ENST00000620374	Zfp941
ZNF195	ENST00000620374	Gm28557
TSSC2	ENST00000529482	
OR7E12P	ENST00000344740	
FAM86GP	ENST00000448322	
AC127526.3	ENST00000637148	
AC127526.1	ENST00000534291	
AC127526.5	ENST00000659225	
AC127526.2	ENST00000527970	
AC127526.4	ENST00000656923	
SNRPCP5	ENST00000531775	
RPS3AP39	ENST00000426436	
RPS24P14	ENST00000417526	
AP006294.2	ENST00000641667	
AP006294.1	ENST00000415407	
OR7E117P	ENST00000422682	
TRPC2	ENST00000451043	
ART5	ENST00000359918	Art5
ART1	ENST00000250693	Art1
Y_RNA	ENST00000364409	
Y_RNA	ENST00000363331	
CHRNA10	ENST00000250699	Chrna10
NUP98	ENST00000324932	Nup98
RNU6-1143P	ENST00000516125	
RNU7-50P	ENST00000459175	
PGAP2	ENST00000464906	Pgap2
RHOG	ENST00000351018	Rhog
AC090587.1	ENST00000415809	
STIM1	ENST00000300737	Stim1
AC090587.2	ENST00000430222	
MIR4687	ENST00000583618	
PPIAP40	ENST00000448870	
AC087441.1	ENST00000384249	
AC087441.3	ENST00000529141	
HNRNPA1P76	ENST00000529475	
AC087441.2	ENST00000531069	
RPS29P20	ENST00000489592	
RRM1	ENST00000300738	Rrm1
RRM1-AS1	ENST00000529323	
OR55B1P	ENST00000641518	
LINC02749	ENST00000667222	
AC015689.1	ENST00000528172	
SSU72P5	ENST00000639584	Ssu72
SSU72P2	ENST00000640805	Ssu72
SSU72P6	ENST00000532644	
SSU72P4	ENST00000638166	Ssu72
SSU72P3	ENST00000640302	Ssu72
SSU72P7	ENST00000524542	Ssu72
OR52B4	ENST00000624801	Olfr547
OR52B3P	ENST00000314715	
TRIM21	ENST00000254436	Trim21
OR52K3P	ENST00000641797	
OR51R1P	ENST00000435309	
OR52P2P	ENST00000527287	
OR52K2	ENST00000325719	Olfr552
OR52K1	ENST00000641528	
TRIM68	ENST00000300747	Trim68
OR52M2P	ENST00000414298	
OR52M1	ENST00000360213	Olfr554
C11orf40	ENST00000668205	
OR52I2	ENST00000641896	Olfr556
OR52I1	ENST00000530443	Olfr556
OR51D1	ENST00000641817	Olfr557
OR51E1	ENST00000396952	Olfr558
OR51A9P	ENST00000422578	
OR51E2	ENST00000396950	Olfr78
OR51C1P	ENST00000641159	Olfr560
MMP26	ENST00000380390	
OR51F5P	ENST00000641454	
OR51C4P	ENST00000608157	
KRT8P49	ENST00000604166	
OR51F3P	ENST00000610003	
OR51F4P	ENST00000609301	
AC103710.1	ENST00000365110	Snora62
OR51F1	ENST00000380383	Olfr566
OR51F1	ENST00000380383	Olfr585
OR51F1	ENST00000380383	Olfr583
OR51N1P	ENST00000433299	
OR52Y1P	ENST00000452418	
OR52R1	ENST00000624978	Olfr569
OR52R1	ENST00000624978	Olfr584
OR52R1	ENST00000624978	Olfr582
OR51F2	ENST00000641672	Olfr568
OR51A8P	ENST00000641606	
OR51S1	ENST00000322101	Olfr571
OR51H1	ENST00000322059	
OR51H2P	ENST00000641424	
OR51T1	ENST00000380378	Olfr574
OR51A6P	ENST00000418680	
OR51A7	ENST00000641490	Olfr576
OR51G2	ENST00000641926	Olfr577
OR51G1	ENST00000623849	Olfr578
OR51A3P	ENST00000413596	
OR51A4	ENST00000641898	
OR51A2	ENST00000380371	
OR51A5P	ENST00000415429	
OR51L1	ENST00000641819	Olfr587-ps1
OR51P1P	ENST00000447547	
OR52J2P	ENST00000427973	
OR52J3	ENST00000380370	Olfr592
OR52E2	ENST00000321522	Olfr589
OR52S1P	ENST00000427016	
OR52E3P	ENST00000452083	
OR52J1P	ENST00000450596	
AC113331.1	ENST00000428160	
OR52A4P	ENST00000498233	
OR52A5	ENST00000307388	Olfr68
OR52A5	ENST00000307388	Olfr69
OR52A1	ENST00000380367	
OR51A1P	ENST00000511110	
OR52Z1	ENST00000510471	
OR51V1	ENST00000321255	Olfr624
OR51V1	ENST00000321255	Olfr620
AC104389.2	ENST00000418080	
AC104389.7	ENST00000644706	
AC104389.1	ENST00000408104	
HBB	ENST00000647020	
HBD	ENST00000643122	
HBBP1	ENST00000454892	
BGLT3	ENST00000564523	
HBG1	ENST00000330597	
AC104389.6	ENST00000642908	
HBG2	ENST00000336906	
AC104389.5	ENST00000380259	Trim30c
AC104389.5	ENST00000380259	Trim30d
AC104389.5	ENST00000380259	Trim12c
AC104389.5	ENST00000380259	Trim5
AC104389.5	ENST00000380259	Trim12a
AC104389.5	ENST00000380259	Trim30a
HBE1	ENST00000292896	Hbb-y
OR51AB1P	ENST00000429046	
OR51B4	ENST00000380224	Olfr66
OR51B5	ENST00000300773	
OR51B3P	ENST00000412287	
OR51B2	ENST00000624187	
OR51B8P	ENST00000449892	
OR51B6	ENST00000380219	Olfr623
OR51B6	ENST00000380219	Olfr65
AC104389.3	ENST00000450768	
AC104389.4	ENST00000445629	
OR51M1	ENST00000642046	Olfr631
OR51J1	ENST00000332043	
OR51Q1	ENST00000300778	Olfr635
OR51Q1	ENST00000300778	Olfr638
OR51K1P	ENST00000510214	
OR51I1	ENST00000380211	Olfr640
OR51I2	ENST00000641930	Olfr641
OR51A10P	ENST00000307165	
OR52D1	ENST00000322641	Olfr646
UBQLN3	ENST00000311659	Ubqln3
UBQLNL	ENST00000380184	Ubqlnl
OLFM5P	ENST00000411807	
OR52V1P	ENST00000515557	
OR52H1	ENST00000322653	Olfr648
OR52H2P	ENST00000514607	
OR52B5P	ENST00000641744	
OR52T1P	ENST00000435078	
HNRNPA1P53	ENST00000441603	
OR52B6	ENST00000345043	Olfr650-ps1
TRIM6	ENST00000380097	Trim6
TRIM6-TRIM34	ENST00000354852	Trim34b
TRIM6-TRIM34	ENST00000354852	Trim34a
TRIM34	ENST00000514226	Trim34b
TRIM34	ENST00000514226	Trim34a
TRIM5	ENST00000380034	Trim30c
TRIM5	ENST00000380034	Trim30d
TRIM5	ENST00000380034	Trim12c
TRIM5	ENST00000380034	Trim5
TRIM5	ENST00000380034	Trim12a
TRIM5	ENST00000380034	Trim30a
TRIM22	ENST00000379965	Trim75
OR52U1P	ENST00000439752	
OR52P1P	ENST00000438474	
OR56B1	ENST00000317121	Olfr504
OR56B1	ENST00000317121	Olfr657
OR52N4	ENST00000641350	
OR56B2P	ENST00000641377	Olfr663
OR56B2P	ENST00000641377	Olfr661
OR52N5	ENST00000641181	Olfr669
OR52N1	ENST00000641645	Olfr664
OR52N3P	ENST00000413417	
OR52N2	ENST00000317037	Olfr668
OR52N2	ENST00000317037	Olfr666
OR52N2	ENST00000317037	Olfr667
OR52E6	ENST00000329322	Olfr671
OR52E6	ENST00000329322	Olfr675
OR52E8	ENST00000537935	Olfr671
OR52E8	ENST00000537935	Olfr675
OR52E7P	ENST00000452394	
OR52E4	ENST00000641726	Olfr677
OR52E5	ENST00000610445	Olfr678
OR52Q1P	ENST00000616746	
OR56A3	ENST00000641905	Olfr681
OR56A3	ENST00000641905	Olfr679
OR56A5	ENST00000532411	
OR52L1	ENST00000332249	Olfr685
KRT18P58	ENST00000527480	
OR56A4	ENST00000641835	Olfr683
OR56A4	ENST00000641835	Olfr684
RNA5SP329	ENST00000365277	
OR56A1	ENST00000641423	
OR56A7P	ENST00000524865	
OR52L2P	ENST00000572217	
OR52X1P	ENST00000446117	
OR56B4	ENST00000316529	Olfr688
OR56B4	ENST00000316529	Olfr689
AC022762.1	ENST00000529961	
OR56B3P	ENST00000316517	
OR52B1P	ENST00000316506	
OR52B2	ENST00000530810	Olfr691
OR52W1	ENST00000311352	Olfr692
AC022762.2	ENST00000600308	
C11orf42	ENST00000316375	Gm5901
FAM160A2	ENST00000265978	Fam160a2
CNGA4	ENST00000379936	Cnga4
CCKBR	ENST00000334619	Cckbr
AC068733.2	ENST00000605434	
CAVIN3	ENST00000303927	Cavin3
AC068733.3	ENST00000649129	
AC068733.1	ENST00000532430	
SMPD1	ENST00000527275	Smpd1
APBB1	ENST00000311051	Apbb1
HPX	ENST00000265983	Hpx
TRIM3	ENST00000525074	Trim3
ARFIP2	ENST00000254584	Arfip2
AC084337.2	ENST00000640959	Gm45799
AC084337.2	ENST00000640959	Timm10b
TIMM10B	ENST00000254616	Gm45799
TIMM10B	ENST00000254616	Timm10b
AC084337.1	ENST00000524809	
DNHD1	ENST00000254579	Dnhd1
RRP8	ENST00000254605	Rrp8
AC091564.2	ENST00000527191	
ILK	ENST00000299421	Ilk
TAF10	ENST00000299424	Taf10
AC091564.3	ENST00000527398	
AC091564.7	ENST00000532191	
TPP1	ENST00000299427	Tpp1
AC091564.6	ENST00000545572	
DCHS1	ENST00000299441	Dchs1
AC091564.4	ENST00000526456	
AC091564.5	ENST00000656961	
MRPL17	ENST00000288937	Mrpl17
AC091564.1	ENST00000464563	
GVINP1	ENST00000526769	
GVINP2	ENST00000533934	
OR2AG2	ENST00000641169	Olfr706
OR2AG2	ENST00000641169	Olfr697
OR2AG2	ENST00000641169	Olfr704
OR2AG2	ENST00000641169	Olfr699
OR2AG2	ENST00000641169	Olfr705
OR2AG2	ENST00000641169	Olfr695
OR2AG2	ENST00000641169	Olfr700
OR2AG2	ENST00000641169	Olfr698
OR2AG2	ENST00000641169	Olfr694
OR2AG2	ENST00000641169	Olfr703
OR2AG2	ENST00000641169	Olfr701
OR2AG2	ENST00000641169	Olfr693
OR2AG1	ENST00000641258	Olfr706
OR2AG1	ENST00000641258	Olfr697
OR2AG1	ENST00000641258	Olfr704
OR2AG1	ENST00000641258	Olfr699
OR2AG1	ENST00000641258	Olfr705
OR2AG1	ENST00000641258	Olfr695
OR2AG1	ENST00000641258	Olfr700
OR2AG1	ENST00000641258	Olfr698
OR2AG1	ENST00000641258	Olfr694
OR2AG1	ENST00000641258	Olfr703
OR2AG1	ENST00000641258	Olfr701
OR2AG1	ENST00000641258	Olfr693
OR6A2	ENST00000641196	Olfr2
AC087280.2	ENST00000637205	
AC087280.1	ENST00000530632	
OR10A5	ENST00000299454	Olfr714
OR10A5	ENST00000299454	Olfr713
OR10A2	ENST00000641461	Olfr714
OR10A2	ENST00000641461	Olfr713
OR10A4	ENST00000379829	Olfr17
OR2D2	ENST00000299459	Olfr715b
OR2D2	ENST00000299459	Olfr715
OR2D3	ENST00000317834	Olfr716
ZNF215	ENST00000278319	
ZNF214	ENST00000278314	
NLRP14	ENST00000299481	Nlrp14
RBMXL2	ENST00000306904	Rbmxl2
AC027804.1	ENST00000534653	
MIR302E	ENST00000408776	
SYT9	ENST00000318881	Syt9
AC107884.1	ENST00000530201	
OLFML1	ENST00000329293	Olfml1
PPFIBP2	ENST00000299492	Ppfibp2
AC107884.2	ENST00000530963	
CYB5R2	ENST00000533558	Cyb5r2
OVCH2	ENST00000533663	Ovch2
AC104237.2	ENST00000612456	
AC104237.3	ENST00000611809	
AC044810.3	ENST00000527565	
AC104237.1	ENST00000527443	
OR10AB1P	ENST00000641219	
OR5P4P	ENST00000424698	
AC044810.2	ENST00000527847	
OR5P1P	ENST00000299512	
AC044810.1	ENST00000480271	
OR5P2	ENST00000329434	Olfr486
OR5P2	ENST00000329434	Olfr470
OR5P2	ENST00000329434	Olfr494
OR5P2	ENST00000329434	Olfr502
OR5P2	ENST00000329434	Olfr492
OR5P2	ENST00000329434	Olfr498
OR5P2	ENST00000329434	Olfr485
OR5P2	ENST00000329434	Olfr495
OR5P2	ENST00000329434	Olfr488
OR5P2	ENST00000329434	Olfr484
OR5P2	ENST00000329434	Olfr478
OR5P2	ENST00000329434	Olfr506
OR5P2	ENST00000329434	Olfr490
OR5P2	ENST00000329434	Olfr493
OR5P2	ENST00000329434	Olfr469
OR5P2	ENST00000329434	Olfr482
OR5P2	ENST00000329434	Olfr497
OR5P2	ENST00000329434	Olfr507
OR5P2	ENST00000329434	Olfr487
OR5P2	ENST00000329434	Olfr483
OR5P2	ENST00000329434	Olfr510
OR5P3	ENST00000641167	Olfr508
OR5P3	ENST00000641167	Olfr480
OR5E1P	ENST00000305754	
RNU6-943P	ENST00000516960	
OR10A6	ENST00000642108	Olfr514
OR10A6	ENST00000642108	Olfr516
OR10A6	ENST00000642108	Olfr519
OR10A6	ENST00000642108	Olfr518
OR10A6	ENST00000642108	Olfr512
OR10A6	ENST00000642108	Olfr517
OR10A3	ENST00000642047	Olfr514
OR10A3	ENST00000642047	Olfr516
OR10A3	ENST00000642047	Olfr519
OR10A3	ENST00000642047	Olfr518
OR10A3	ENST00000642047	Olfr512
OR10A3	ENST00000642047	Olfr517
NLRP10	ENST00000328600	Nlrp10
EIF3F	ENST00000533626	Eif3f
COX6CP5	ENST00000527162	
CASC23	ENST00000534076	
TUB	ENST00000305253	Tub
AC116456.1	ENST00000526646	
TUB-AS1	ENST00000506601	
AC116456.2	ENST00000623018	
RIC3	ENST00000343202	Ric3
RIC3-DT	ENST00000499752	
LMO1	ENST00000335790	Lmo1
STK33	ENST00000396672	Stk33
AP006442.1	ENST00000516969	Gm26215
AP006442.1	ENST00000516969	Gm24682
TRIM66	ENST00000646038	Trim66
AC091053.2	ENST00000534169	
RPL27A	ENST00000314138	
SNORA3A	ENST00000364113	Gm24698
SNORA3A	ENST00000364113	Snora3
SNORA3B	ENST00000391305	Gm24888
DENND2B	ENST00000534127	Denn2b
AC091053.1	ENST00000529883	
AC026894.1	ENST00000533843	
RNA5SP330	ENST00000517096	
Y_RNA	ENST00000365406	
AKIP1	ENST00000309377	Akip1
C11orf16	ENST00000326053	BC051019
ASCL3	ENST00000531618	Ascl3
Y_RNA	ENST00000411148	
TMEM9B	ENST00000534025	Tmem9b
TMEM9B-AS1	ENST00000525484	
NRIP3	ENST00000309166	Nrip3
AC079296.1	ENST00000521394	
SCUBE2	ENST00000520467	Scube2
AC079296.2	ENST00000663085	
MIR5691	ENST00000579525	
KRT8P41	ENST00000533985	
DENND5A	ENST00000328194	Dennd5a
AP006259.1	ENST00000528520	
Metazoa_SRP	ENST00000613468	
TMEM41B	ENST00000528080	Tmem41b
PRR13P2	ENST00000533804	
IPO7	ENST00000379719	Ipo7
SNORA23	ENST00000365128	Snora23
AC132192.1	ENST00000531111	
AC132192.2	ENST00000596206	
ZNF143	ENST00000396602	Zfp143
WEE1	ENST00000450114	Wee1
AC122179.1	ENST00000458785	
RPL23AP65	ENST00000475608	
AC011979.2	ENST00000527568	
AC011979.1	ENST00000472300	
SWAP70	ENST00000318950	Swap70
RN7SKP50	ENST00000364694	
LINC02709	ENST00000500698	
SBF2-AS1	ENST00000650092	
SBF2	ENST00000256190	Sbf2
AC011092.2	ENST00000533659	
RNU7-28P	ENST00000516759	
AC011092.1	ENST00000533128	
AC011092.3	ENST00000667219	
AC100763.1	ENST00000532735	
AC080023.2	ENST00000532615	
AC080023.1	ENST00000526906	
ADM	ENST00000278175	Adm
AMPD3	ENST00000396554	Ampd3
RNU6ATAC33P	ENST00000408647	
MTRNR2L8	ENST00000536684	
MIR4485	ENST00000638094	
RNF141	ENST00000265981	Rnf141
IRAG1-AS1	ENST00000529979	
LYVE1	ENST00000256178	Lyve1
IRAG1	ENST00000531107	Mrvi1
Y_RNA	ENST00000384131	
CTR9	ENST00000361367	Ctr9
EIF4G2	ENST00000531416	Eif4g2
SNORD97	ENST00000459187	Gm23262
AC116535.1	ENST00000499765	
ZBED5	ENST00000432999	
ZBED5-AS1	ENST00000669704	
AC069360.1	ENST00000668046	
LINC02752	ENST00000525758	
AC111188.1	ENST00000529697	
AC111188.2	ENST00000604663	
MTND5P21	ENST00000531961	
KC877392.1	ENST00000524855	
GALNT18	ENST00000227756	Galnt18
CSNK2A3	ENST00000528848	Csnk2a1
AC023946.1	ENST00000526867	
AC104031.1	ENST00000527726	
MIR4299	ENST00000577899	
AC131935.2	ENST00000623649	
AC131935.1	ENST00000524621	
AC104383.1	ENST00000662809	
MIR8070	ENST00000616510	
USP47	ENST00000527733	Usp47
H3P33	ENST00000530297	
DKK3	ENST00000396505	Dkk3
LINC02547	ENST00000531559	
AC124276.1	ENST00000476130	
AC124276.2	ENST00000527997	
MICAL2	ENST00000646065	Mical2
MIR6124	ENST00000617177	
AC079329.1	ENST00000527288	
AC025300.1	ENST00000526616	
PARVA	ENST00000334956	Parva
AC009806.1	ENST00000526112	
AC107881.1	ENST00000656758	
TEAD1	ENST00000334310	Tead1
AC013549.3	ENST00000526953	
AC013549.4	ENST00000528792	
AC013549.2	ENST00000516520	
AC013549.1	ENST00000454086	
LINC00958	ENST00000658243	
RASSF10-DT	ENST00000533002	
RASSF10	ENST00000529419	Rassf10
AC013762.1	ENST00000531136	
AC022878.1	ENST00000530684	
ARNTL	ENST00000389707	Arntl
RN7SKP151	ENST00000410230	
BTBD10	ENST00000278174	Btbd10
AC021269.3	ENST00000661088	
AC021269.1	ENST00000526860	
AC021269.2	ENST00000532318	
PTH	ENST00000529816	Pth
HMGN2P36	ENST00000529541	
FAR1	ENST00000354817	Far1
FAR1-IT1	ENST00000525233	
RPL39P26	ENST00000481845	
Y_RNA	ENST00000363815	
CENPUP1	ENST00000526649	
AC013828.1	ENST00000532487	
LINC02548	ENST00000664710	
AC027779.1	ENST00000530492	
LINC02545	ENST00000525381	
RNA5SP331	ENST00000364986	
LINC02683	ENST00000532065	
SPON1	ENST00000576479	Spon1
RNA5SP332	ENST00000391063	
SPON1-AS1	ENST00000534587	
